1	-0.6941938028175967
2	-0.7301373493183454
3	-0.7766106655344245
4	-0.8222540237890577
5	-0.80230221769839
6	-0.8002196279033582
7	-0.85726789062248
8	-0.8773800876136892
9	-0.8525695314779975
10	-0.8261795470876938
11	-0.8716295699649794
12	-0.8982227215775476
13	-0.9069514494511413
14	-0.8675774513548955
15	-0.8429318060479334
16	-0.8239470257175714
17	-0.8038221523565119
18	-0.8338622696481406
19	-0.8245653446817676
20	-0.8687762330293234
21	-0.8702939367753173
22	-0.933761875472551
23	-0.9241308026374344
24	-0.9113734726381533
25	-0.8941682927409884
26	-0.8854209778855546
27	-0.8771545050504563
28	-0.9121716399875794
29	-0.9213948867598916
30	-0.8797743283159218
31	-0.9414342032548173
32	-0.8397648953453458
33	-0.8565454589460464
34	-0.8778569306535509
35	-0.8284159975635064
36	-0.8559885264997218
37	-0.9137050264181232
38	-0.8550457597236358
39	-0.8684891185429182
40	-0.9085523407131408
41	-0.8924378352189299
42	-0.906917725134281
43	-0.8989746396114637
44	-0.8841637023469073
45	-0.8651620027554026
46	-0.8277433556810421
47	-0.8837879888532008
48	-0.871188889802218
49	-0.8181952648732149
50	-0.83061492721003
51	-0.8136554971530787
52	-0.8048384238926416
53	-0.8081743469416465
54	-0.7685865059057495
55	-0.7764952970467027
56	-0.7906934282464644
57	-0.7559971077371588
58	-0.7124149890343292
59	-0.7168121709137503
60	-0.7086830546543197
61	-0.6954594675811128
62	-0.720618158179986
63	-0.7929132387554811
64	-0.8157759030930671
65	-0.7761116567144288
66	-0.796845349810577
67	-0.7281369236134014
68	-0.712448758084312
69	-0.7524686079673211
70	-0.7618901367641007
71	-0.7537842731899129
72	-0.705401172860094
73	-0.7594205389271147
74	-0.7570100493120782
75	-0.7891280836297121
76	-0.8123640293543812
77	-0.8453914887102756
78	-0.8254606938711624
79	-0.832763500271209
80	-0.8535976486111903
81	-0.8134689914402673
82	-0.7926218083076206
83	-0.7904139256002805
84	-0.8627344484297257
85	-0.933969470917146
86	-0.9351498066584039
87	-0.9035769711377024
88	-0.9168284557872275
89	-0.959880457530379
90	-0.9608511178493939
91	-0.9660179655322989
92	-0.9711716302341176
93	-0.9431033658408519
94	-0.8727948198878128
95	-0.8722032523086687
96	-0.8613386076101739
97	-0.8870400356659216
98	-0.8563844590917469
99	-0.8336095403650379
